payment_order_id,payment_amount,payment_fee,payment_method,payment_status
69632136,32.8,0.49,ONLINE,PAID
69632223,156.7,4.23,ONLINE,PAID
69632615,37.8,0.57,ONLINE,PAID
69632663,389.4,5.84,ONLINE,PAID
69632988,141.9,3.83,ONLINE,PAID
69633525,108.6,2.93,ONLINE,PAID
69633724,99.9,1.5,DEBIT,PAID
69634573,146.6,3.96,ONLINE,PAID
69634765,179.1,4.84,ONLINE,PAID
69634804,85.49,1.28,ONLINE,PAID
69634817,152.6,4.12,ONLINE,PAID
69635189,140.8,3.8,ONLINE,PAID
69635195,95.3,2.57,ONLINE,PAID
69635434,40.8,0.61,ONLINE,PAID
69635537,25.8,0.39,ONLINE,PAID
69635761,34.8,0.7,ONLINE,PAID
69636597,85,1.28,ONLINE,PAID
69636696,67.9,1.83,ONLINE,PAID
69636697,50.5,0.71,ONLINE,PAID
69636873,103.02,1.55,ONLINE,PAID
69636984,22.8,0.34,VOUCHER_STORE,PAID
69636993,88.3,1.24,ONLINE,PAID
69637010,40,0.6,ONLINE,PAID
69637036,10,0,VOUCHER,PAID
69637083,25.8,0.39,ONLINE,PAID
69637148,52.75,1.06,ONLINE,PAID
69637188,175,2.63,ONLINE,PAID
69637208,35.8,0.54,ONLINE,PAID
69637261,172.2,4.65,ONLINE,PAID
69637265,264,3.96,ONLINE,PAID
69637269,27.9,0.42,ONLINE,PAID
69637312,111.6,3.01,ONLINE,PAID
69637422,98.9,1.48,ONLINE,PAID
69637541,140.9,1.97,ONLINE,PAID
69637810,113.5,3.06,ONLINE,PAID
69638027,55.8,3.91,ONLINE,PAID
69638227,104.9,1.57,ONLINE,PAID
69638228,76.32,1.14,ONLINE,PAID
69638230,67.7,1.02,ONLINE,PAID
69638262,41.7,0,MEAL_BENEFIT,PAID
69638325,43.99,0.66,ONLINE,PAID
69638664,153.7,4.15,ONLINE,PAID
69638706,75.4,1.02,DEBIT,PAID
69638781,24.49,0.37,ONLINE,PAID
69638863,131.9,1.98,ONLINE,PAID
69638920,82.25,2.22,ONLINE,PAID
69638957,130.1,3.51,ONLINE,PAID
69639123,98.6,2.66,ONLINE,PAID
69639304,92,1.38,ONLINE,PAID
69639830,129.2,3.49,ONLINE,PAID
69639832,62.7,0.94,DEBIT_STORE,PAID
69640296,40.9,0.61,ONLINE,PAID
69640338,19.9,0.3,ONLINE,PAID
69640360,148.9,4.02,ONLINE,PAID
69640813,60.9,0.91,ONLINE,PAID
69640822,93.1,1.3,ONLINE,PAID
69641123,150.2,4.06,ONLINE,PAID
69641347,87.4,2.36,ONLINE,PAID
69641551,40.3,0.6,ONLINE,PAID
69642170,171.3,4.63,ONLINE,PAID
69642294,105.3,2.84,ONLINE,PAID
69642531,80.4,2.17,ONLINE,PAID
69642701,220.55,5.95,ONLINE,PAID
69642829,87.7,2.37,ONLINE,PAID
69643085,161.41,3.23,ONLINE,PAID
69643202,210.2,5.68,ONLINE,PAID
69643211,142.1,2.13,ONLINE,PAID
69643254,99.8,2.69,ONLINE,PAID
69643368,144.7,3.91,ONLINE,PAID
69643450,71.7,1,ONLINE,PAID
69643571,36.19,0.54,ONLINE,PAID
69643573,91.8,2.48,ONLINE,PAID
69643715,67.8,1.83,ONLINE,PAID
69644014,28.8,0.43,ONLINE,PAID
69644026,79.6,1.19,ONLINE,PAID
69644042,110,1.65,ONLINE,PAID
69644090,43.7,0.57,ONLINE,PAID
69644160,116.2,1.63,ONLINE,PAID
69644195,67.8,1.83,ONLINE,PAID
69644205,95.5,2.58,ONLINE,PAID
69644235,106.6,2.88,ONLINE,PAID
69644253,141.75,3.83,ONLINE,PAID
69644818,112.6,3.04,ONLINE,PAID
69644819,52.7,0.79,ONLINE,PAID
69644905,23.9,0.36,ONLINE,PAID
69644906,67.8,1.02,ONLINE,PAID
69644945,171.8,2.58,ONLINE,PAID
69645006,66.4,1.79,ONLINE,PAID
69645043,40.8,0.61,ONLINE,PAID
69645160,199.05,5.37,ONLINE,PAID
69645214,22.4,0.31,ONLINE,PAID
69645681,58.8,1.59,ONLINE,PAID
69645756,90,1.35,ONLINE,PAID
69645860,28.01,0.42,ONLINE,PAID
69646027,110.8,2.99,ONLINE,PAID
69646085,87.9,2.37,ONLINE,PAID
69646091,44.9,0.67,ONLINE,PAID
69646124,111.7,3.02,ONLINE,PAID
69646210,168.6,4.55,ONLINE,PAID
69646313,164,4.43,ONLINE,PAID
69646409,36,0.54,ONLINE,PAID
69646417,57.68,0.87,ONLINE,PAID
69646507,123.6,1.73,ONLINE,PAID
69646544,28.4,0.43,ONLINE,PAID
69646646,33.9,0.51,ONLINE,PAID
69646683,74,1.11,ONLINE,PAID
69646706,100.2,1.5,ONLINE,PAID
69646740,89,1.34,ONLINE,PAID
69646765,31.9,0.48,DEBIT,PAID
69646805,70.8,1.06,ONLINE,PAID
69646844,120.7,1.81,ONLINE,PAID
69646879,56.8,0.85,DEBIT,PAID
69646886,33.8,0.44,ONLINE,PAID
69646968,47,0.71,ONLINE,PAID
69647003,332.95,8.99,ONLINE,PAID
69647037,106.9,1.6,ONLINE,PAID
69647047,80.9,2.18,ONLINE,PAID
69647081,61.7,1.67,ONLINE,PAID
69647083,74.8,2.02,ONLINE,PAID
69647245,151.9,2.28,ONLINE,PAID
69647260,37.9,0.57,ONLINE,PAID
69647384,29.8,0.39,ONLINE,PAID
69647977,86.7,1.3,ONLINE,PAID
69648237,100.19,1.5,ONLINE,PAID
69648364,40.7,0.61,ONLINE,PAID
69648433,97.7,1.47,ONLINE,PAID
69648444,44.6,0.67,ONLINE,PAID
69648537,110.7,0,MEAL_BENEFIT,PAID
69648610,32.9,0.49,ONLINE,PAID
69648704,171.1,4.62,ONLINE,PAID
69648812,99.25,2.68,ONLINE,PAID
69649319,169.6,4.58,ONLINE,PAID
69649323,120.7,1.81,ONLINE,PAID
69649616,130.1,1.95,ONLINE,PAID
69649677,29.9,0.81,ONLINE,PAID
69649682,42,0.63,ONLINE,PAID
69649752,81.6,2.2,ONLINE,PAID
69649843,84.8,1.19,ONLINE,PAID
69650094,69.2,1.04,ONLINE,PAID
69650100,60.9,1.64,ONLINE,PAID
69650228,97.7,1.47,ONLINE,PAID
69650243,103,2.06,ONLINE,PAID
69650245,41.9,0.63,ONLINE,PAID
69650252,24.8,0.32,ONLINE,PAID
69650253,129.3,3.49,ONLINE,PAID
69650256,132.4,2.65,ONLINE,PAID
69650257,105.1,1.58,ONLINE,PAID
69650258,36.2,0.54,ONLINE,PAID
69650263,53.4,0.8,ONLINE,PAID
69650323,104.25,2.81,ONLINE,PAID
69650534,40.7,0.53,ONLINE,PAID
69650535,58.8,1.59,ONLINE,PAID
69650954,39.5,0.59,ONLINE,PAID
69651042,200.95,5.43,ONLINE,PAID
69651044,175.15,2.36,DEBIT,PAID
69651110,91.6,1.28,ONLINE,PAID
69651120,141.6,3.82,ONLINE,PAID
69651122,155.3,4.19,ONLINE,PAID
69651125,66.7,1.8,ONLINE,PAID
69651169,45.1,0.68,ONLINE,PAID
69651223,61.8,0,VOUCHER_STORE,PAID
69651297,79.9,1.2,ONLINE,PAID
69651331,49.9,1.35,ONLINE,PAID
69651372,86.8,2.34,ONLINE,PAID
69651375,25.8,0.39,ONLINE,PAID
69651503,18.4,0.28,ONLINE,PAID
69651795,44.8,0.67,ONLINE,PAID
69651827,62.8,1.7,ONLINE,PAID
69651942,34.8,0.52,ONLINE,PAID
69651959,25.9,0.39,ONLINE,PAID
69652068,71.3,1,ONLINE,PAID
69652088,117.3,3.17,ONLINE,PAID
69652119,33.4,0.5,ONLINE,PAID
69652244,97.8,1.47,ONLINE,PAID
69652270,124.9,1.87,ONLINE,PAID
69652277,25.8,0.39,ONLINE,PAID
69652433,56.8,1.53,ONLINE,PAID
69652470,299,8.07,ONLINE,PAID
69652642,142.41,2.85,ONLINE,PAID
69652645,24.79,0.37,ONLINE,PAID
69652647,149.4,4.03,ONLINE,PAID
69652734,40.8,0.61,ONLINE,PAID
69652890,109.7,1.65,ONLINE,PAID
69653163,87.9,2.37,ONLINE,PAID
69653223,15.5,0.23,ONLINE,PAID
69653238,60.9,1.64,ONLINE,PAID
69653242,107.8,1.62,ONLINE,PAID
69653245,379.98,7.6,ONLINE,PAID
69653539,69.7,0,MEAL_BENEFIT,PAID
69653801,59,0.89,ONLINE,PAID
69653863,93.7,2.53,ONLINE,PAID
69653864,189.55,5.12,ONLINE,PAID
69653960,101.7,1.42,ONLINE,CHARGEBACK
69654010,98.9,1.98,ONLINE,PAID
69654124,275.41,5.51,ONLINE,PAID
69654150,70.4,1.9,ONLINE,PAID
69654151,33.9,0.51,ONLINE,PAID
69654164,101.7,2.75,ONLINE,PAID
69654169,158.75,4.29,ONLINE,PAID
69654243,120.9,1.57,ONLINE,PAID
69654358,125.5,1.69,DEBIT,PAID
69654359,168.2,4.54,ONLINE,PAID
69654427,90.3,2.44,ONLINE,PAID
69654470,52.7,0.79,ONLINE,PAID
69654529,252.7,6.82,ONLINE,PAID
69654530,44.8,0.67,ONLINE,PAID
69654531,34.8,0.52,ONLINE,PAID
69654575,40.8,0.61,ONLINE,PAID
69654751,35.8,0.54,ONLINE,PAID
69654775,35,0.53,ONLINE,PAID
69654884,35.6,0.46,ONLINE,PAID
69654887,122.7,3.31,ONLINE,PAID
69655068,10,0,VOUCHER,PAID
69655069,62.83,0.94,ONLINE,PAID
69655107,79.4,1.19,CREDIT,PAID
69655242,81.7,1.14,ONLINE,PAID
69655321,286.18,5.72,CREDIT,PAID
69655323,115.3,1.61,ONLINE,PAID
69655446,74.7,1.12,CREDIT,PAID
69655532,64.3,1.74,ONLINE,PAID
69655746,145.2,3.92,ONLINE,PAID
69655792,49,1.32,ONLINE,PAID
69655879,53.9,0.81,MONEY,PAID
69655952,45.8,0,MEAL_BENEFIT,PAID
69655988,12,0,VOUCHER,CHARGEBACK
69656061,134.1,3.62,ONLINE,PAID
69656086,120.2,3.25,ONLINE,PAID
69656125,40.8,0,MEAL_BENEFIT,PAID
69656160,100.89,1.51,ONLINE,PAID
69656189,36.99,0.55,ONLINE,PAID
69656220,79.9,1.2,CREDIT,PAID
69656265,94.2,2.54,ONLINE,PAID
69656268,45.2,0.68,ONLINE,PAID
69656302,75.4,2.04,ONLINE,PAID
69656304,77.5,5.43,ONLINE,PAID
69656307,25,0.38,ONLINE,PAID
69656308,79.8,1.2,DEBIT,PAID
69656399,26.9,0.4,ONLINE,PAID
69656436,99.7,1.5,ONLINE,PAID
69656495,66.8,4.68,ONLINE,PAID
69656496,185.9,5.02,ONLINE,PAID
69656502,52.9,0.79,ONLINE,PAID
69656541,235.8,3.54,DEBIT,PAID
69656567,109.8,1.65,DEBIT,PAID
69656689,135.8,0,MEAL_BENEFIT,PAID
69656695,93.1,1.3,CREDIT,PAID
69656737,58.6,0.82,CREDIT,PAID
69656906,32,0.48,DEBIT_STORE,PAID
69656907,152.9,2.29,ONLINE,PAID
69656908,67.8,0,MEAL_BENEFIT,PAID
69656928,78.7,0,MEAL_BENEFIT,PAID
69656953,29.9,0.45,ONLINE,PAID
69656995,64.33,0.96,CREDIT,PAID
69657101,162.6,2.44,DEBIT_STORE,PAID
69657162,96.7,0,MEAL_BENEFIT,PAID
69657167,129.6,3.5,ONLINE,PAID
69657281,114,2.17,CREDIT,PAID
69657489,86.8,2.34,ONLINE,PAID
69657729,89.2,0,MEAL_BENEFIT,PAID
69657818,112.6,3.04,ONLINE,PAID
69657843,55.8,0,MEAL_BENEFIT,PAID
69657847,174,4.7,ONLINE,PAID
69657966,57.2,0.86,DEBIT,PAID
69658341,63.8,1.72,ONLINE,PAID
69658447,279.5,7.55,ONLINE,PAID
69658485,77.6,2.1,ONLINE,PAID
69658524,25.9,0.39,ONLINE,PAID
69658592,155.3,4.19,ONLINE,PAID
69658652,67.7,1.02,DEBIT,PAID
69658788,51.8,0.78,DEBIT,PAID
69658793,81.7,0,MEAL_BENEFIT,PAID
69658876,150.6,2.26,ONLINE,PAID
69658908,49,0.74,DEBIT_STORE,PAID
69659070,49.9,0.75,PAYMENT_LINK,PAID
69659079,30.8,0.46,ONLINE,PAID
69659225,50,0,MEAL_BENEFIT,PAID
69659278,24.9,0.37,DEBIT_STORE,PAID
69659349,27.4,0.41,ONLINE,PAID
69659486,10,0,VOUCHER,CHARGEBACK
69659511,26.1,0.39,DEBIT,PAID
69659529,59.9,0.9,CREDIT_STORE,PAID
69659546,28.9,0.43,ONLINE,PAID
69659628,10,0,VOUCHER,PAID
69659634,59,0.89,DEBIT_STORE,PAID
69659748,42.3,0.63,ONLINE,PAID
69659812,42,0.63,ONLINE,PAID
69660003,42,0.63,ONLINE,PAID
69660082,79.9,1.2,ONLINE,PAID
69660088,27.9,0.42,ONLINE,PAID
69660325,44.8,0.9,PAYMENT_LINK,PAID
69660380,49.8,0.75,PAYMENT_LINK,PAID
69660420,156.4,3.13,ONLINE,PAID
69660428,75.24,1.5,ONLINE,PAID
69660441,275.41,5.51,ONLINE,PAID
69660464,72.44,1.45,ONLINE,PAID
69660498,30.2,0.45,ONLINE,PAID
69660622,24.9,0.37,ONLINE,PAID
69660623,180.6,3.61,ONLINE,PAID
69660662,464.7,9.29,ONLINE,PAID
69660716,229.9,4.6,ONLINE,PAID
69660769,55.8,0.84,ONLINE,PAID
69660839,382.76,7.66,ONLINE,PAID
69660936,79,1.19,ONLINE,PAID
69661148,87.9,1.32,CREDIT,PAID
69661183,26.1,0.39,ONLINE,PAID
69661186,17.9,0.27,ONLINE,PAID
69661191,45.9,3.21,ONLINE,PAID
69661235,77.6,1.01,ONLINE,PAID
69661267,33.9,0.51,ONLINE,PAID
69661425,156.8,4.23,ONLINE,PAID
69661498,176,2.64,ONLINE,PAID
69661558,10,0,VOUCHER,PAID
69661564,22.5,0.34,ONLINE,PAID
69661609,23.9,0.36,ONLINE,PAID
69661625,25.5,0.38,ONLINE,PAID
69661825,27.9,0.42,ONLINE,PAID
69661826,26.9,0.4,ONLINE,PAID
69661841,67.5,1.01,ONLINE,PAID
69661918,28.7,0.43,ONLINE,PAID
69661965,10,0,VOUCHER,PAID
69662030,25.8,0.39,ONLINE,PAID
69662058,30.8,0.46,ONLINE,PAID
69662088,36.3,0.54,ONLINE,PAID
69662177,108.7,2.93,ONLINE,PAID
69662249,21.9,0.33,ONLINE,PAID
69662278,24.4,0.37,ONLINE,PAID
69662313,25.8,0.39,ONLINE,PAID
69662479,41.8,0.59,ONLINE,PAID
69662748,27.9,0.42,ONLINE,PAID
69662872,56.1,0.79,ONLINE,PAID
69662966,34.9,0.52,ONLINE,PAID
69663000,12,0,VOUCHER,PAID
69663021,171.15,4.62,ONLINE,PAID
69663024,25.8,0.39,ONLINE,PAID
69663094,24.9,0.37,ONLINE,PAID
69663099,13.9,0.21,ONLINE,PAID
69663162,95.5,1.43,ONLINE,PAID
69663454,82.1,1.15,ONLINE,PAID
69663606,89.2,2.41,ONLINE,PAID
69663735,66.32,0.99,ONLINE,PAID
69663834,39.2,0.55,ONLINE,PAID
69663899,28.4,0.43,ONLINE,PAID
69663966,16.9,0.25,ONLINE,PAID
69664252,25.8,0.39,ONLINE,PAID
69664474,38.99,0.58,ONLINE,PAID
69664600,77.7,1.17,ONLINE,PAID
69664605,38.8,0.58,ONLINE,PAID
69664634,43.37,0.65,ONLINE,PAID
69664677,33.1,0.5,ONLINE,PAID
69664813,42.3,0.59,ONLINE,PAID
69664826,79.3,1.19,ONLINE,PAID
69664905,42.3,0.59,ONLINE,PAID
69664985,33.8,0.51,ONLINE,PAID
69665200,34.9,0.52,ONLINE,PAID
69665335,36.8,0,ONLINE,PAID
69665354,24.9,0.37,ONLINE,PAID
69665377,58.8,1.59,ONLINE,PAID
69665426,101.7,1.42,ONLINE,PAID
69665482,49.3,0.74,ONLINE,PAID
69665625,39.8,0.6,ONLINE,PAID
69665762,53.7,0.81,ONLINE,PAID
69665836,28,0.42,ONLINE,PAID
69665839,69.5,0.97,ONLINE,PAID
69665891,28.8,0.43,ONLINE,PAID
69665893,156.4,2.35,ONLINE,PAID
69665976,75.3,1.13,ONLINE,PAID
69666046,34.3,0.48,ONLINE,PAID
69666048,196.8,5.31,ONLINE,PAID
69666224,10,0,VOUCHER,CHARGEBACK
69666225,21.4,0.32,ONLINE,PAID
69666284,127.7,3.45,ONLINE,PAID
69666343,45.3,0.68,ONLINE,PAID
69666378,414.9,11.2,ONLINE,PAID
69666380,81.6,1.14,ONLINE,PAID
69666393,93.7,2.53,ONLINE,PAID
69666422,32.4,0.49,ONLINE,PAID
69666432,59.7,0.9,ONLINE,PAID
69666541,42.2,0.59,ONLINE,PAID
69666543,17.9,0.27,ONLINE,PAID
69666544,135.99,2.04,ONLINE,PAID
69666552,45.4,0,MEAL_BENEFIT,PAID
69666595,36.9,0,ONLINE,PAID
69666668,439,8.78,ONLINE,PAID
69667105,15,0.23,ONLINE,PAID
69667233,221.7,5.99,ONLINE,PAID
69667278,41.9,0.63,ONLINE,PAID
69667334,25.8,0.39,ONLINE,PAID
69667347,63.49,0.95,ONLINE,PAID
69667437,30.8,0.46,ONLINE,PAID
69667441,34.3,0.51,ONLINE,PAID
69667520,33.5,0.5,ONLINE,PAID
69667906,34.4,0.52,ONLINE,PAID
69667919,10,0,VOUCHER,PAID
69667997,18,0.27,ONLINE,PAID
69668005,81.8,2.21,ONLINE,PAID
69668006,45.3,0.63,ONLINE,PAID
69668081,156.7,4.23,ONLINE,PAID
69668087,257.8,6.96,ONLINE,PAID
69668166,83.6,1.25,ONLINE,PAID
69668189,35.8,0.54,ONLINE,PAID
69668308,25.8,0.39,ONLINE,PAID
69668374,174.2,4.7,ONLINE,PAID
69668398,56,1.12,ONLINE,PAID
69668458,31,0.62,ONLINE,PAID
69668462,10,0,VOUCHER,PAID
69668538,23.85,0.36,ONLINE,PAID
69668589,45.8,0.69,ONLINE,PAID
69668609,23,0.35,ONLINE,PAID
69668693,130.9,3.53,ONLINE,PAID
69668731,46.2,0.65,ONLINE,PAID
69668747,81.6,1.14,ONLINE,PAID
69668812,199.8,4,ONLINE,PAID
69669019,59.6,0.89,ONLINE,PAID
69669074,62,0.93,ONLINE,PAID
69669119,81.1,5.68,ONLINE,PAID
69669135,146.4,3.95,ONLINE,PAID
69669212,47.8,0.72,ONLINE,PAID
69669231,44,1.19,ONLINE,PAID
69669233,63.8,0.96,ONLINE,PAID
69669324,41.8,0,ONLINE,PAID
69669373,52.8,1.06,STORE_DIRECT_PAYMENT,PAID
69669381,67.8,1.83,ONLINE,PAID
69669514,25.9,0.39,ONLINE,PAID
69669563,191,5.16,ONLINE,PAID
69669597,19,0.29,ONLINE,PAID
69669674,24.49,0.37,ONLINE,PAID
69669772,50.8,0.76,ONLINE,PAID
69669837,58.8,1.59,ONLINE,PAID
69669893,23.4,0.35,ONLINE,PAID
69669944,70,0.91,ONLINE,PAID
69670001,63.49,0.95,ONLINE,PAID
69670057,35.9,0,ONLINE,PAID
69670170,33.9,0.44,ONLINE,PAID
69670181,99.25,2.68,ONLINE,PAID
69670221,117.7,3.18,ONLINE,PAID
69670223,83.7,2.26,ONLINE,PAID
69670245,139.4,3.76,ONLINE,PAID
69670260,60.8,0,ONLINE,PAID
69670308,164.1,2.3,ONLINE,PAID
69670310,130.8,3.53,ONLINE,PAID
69670360,369.2,7.38,STORE_DIRECT_PAYMENT,PAID
69670400,67.4,1.82,ONLINE,PAID
69670508,66.7,1,ONLINE,PAID
69670593,169.2,4.57,ONLINE,PAID
69670664,86.8,1.3,ONLINE,PAID
69670668,25.9,0.39,ONLINE,PAID
69670670,121.7,3.29,ONLINE,PAID
69670690,58.8,1.59,ONLINE,PAID
69670732,42.8,0.64,ONLINE,PAID
69670884,49.9,1.35,ONLINE,PAID
69670934,34.9,0.52,ONLINE,PAID
69670988,10,0,VOUCHER,PAID
69670992,22.9,0.34,ONLINE,PAID
69671199,180.6,4.88,ONLINE,PAID
69671222,31,0.47,ONLINE,PAID
69671249,92.2,1.38,ONLINE,PAID
69671250,52.8,0.79,ONLINE,PAID
69671255,86.9,1.3,ONLINE,PAID
69671287,30.8,0.46,ONLINE,PAID
69671289,88.5,2.39,ONLINE,PAID
69671387,37.8,0,MEAL_BENEFIT,PAID
69671388,125.7,3.39,ONLINE,PAID
69671392,123.7,3.34,ONLINE,PAID
69671511,51.5,3.61,ONLINE,PAID
69671515,93.8,1.22,ONLINE,PAID
69671539,119.6,1.79,ONLINE,PAID
69671582,104.25,2.81,ONLINE,PAID
69671657,41.7,0.63,ONLINE,PAID
69671731,160.1,4.32,ONLINE,PAID
69671845,26.7,0.4,ONLINE,PAID
69671903,91.7,2.48,ONLINE,PAID
69671922,71.8,1.94,ONLINE,PAID
69671981,86.8,2.34,ONLINE,PAID
69672022,30.8,0.46,ONLINE,PAID
69672062,63.8,0.96,ONLINE,PAID
69672339,35.6,0.53,ONLINE,PAID
69672346,59.4,0.89,ONLINE,PAID
69672384,66.8,1.8,ONLINE,PAID
69672386,57.7,0.87,ONLINE,PAID
69672463,83.3,2.25,ONLINE,PAID
69672464,38.9,0.58,ONLINE,PAID
69672631,25.8,0.39,ONLINE,PAID
69672667,32.8,0.49,ONLINE,PAID
69672701,118.3,3.19,ONLINE,PAID
69672702,37.8,0.57,ONLINE,PAID
69672740,43.3,0.65,ONLINE,PAID
69672772,34.49,0.52,ONLINE,PAID
69672848,33.9,0.44,ONLINE,PAID
69672856,37.8,0.57,ONLINE,PAID
69672928,67.8,1.83,ONLINE,PAID
69672930,71.8,1.94,ONLINE,PAID
69672978,87.9,1.32,ONLINE,PAID
69672995,116.3,3.14,ONLINE,PAID
69673013,132,1.85,ONLINE,PAID
69673077,107.3,1.61,ONLINE,PAID
69673127,27.8,0.42,ONLINE,PAID
69673133,16.9,0.25,ONLINE,PAID
69673183,27.4,0.41,ONLINE,PAID
69673260,90.6,1.36,ONLINE,PAID
69673272,23.9,0.36,ONLINE,PAID
69673294,71.8,1.94,ONLINE,PAID
69673521,163.1,2.28,ONLINE,PAID
69673527,118.35,3.2,ONLINE,PAID
69673686,68.9,1.03,ONLINE,PAID
69673774,84.7,1.27,ONLINE,PAID
69674008,105.99,1.59,ONLINE,PAID
69674013,40.4,0.61,ONLINE,PAID
69674141,45.7,0.69,ONLINE,PAID
69674144,54.2,0.76,ONLINE,PAID
69674186,33.9,0.44,ONLINE,PAID
69674189,46.7,0.7,ONLINE,PAID
69674205,44.3,0.62,ONLINE,PAID
69674228,27.7,0.42,ONLINE,PAID
69674265,95.3,2.57,ONLINE,PAID
69674274,44.2,0.62,ONLINE,PAID
69674277,36.8,0.55,ONLINE,PAID
69674350,25.3,0.38,ONLINE,PAID
69674452,10,0,VOUCHER,PAID
69674517,105.2,2.84,ONLINE,PAID
69674637,142.8,3.86,ONLINE,PAID
69674768,37.9,0.57,ONLINE,PAID
69674820,144.25,3.89,ONLINE,PAID
69674885,59.4,0.83,ONLINE,PAID
69674888,267.1,7.21,ONLINE,PAID
69675044,45.89,0.69,ONLINE,PAID
69675087,41.59,0.62,ONLINE,PAID
69675102,110.5,2.98,ONLINE,PAID
69675169,73.9,1.11,ONLINE,PAID
69675177,70.9,1.06,ONLINE,PAID
69675251,107.7,2.91,ONLINE,PAID
69675283,24.9,0.32,ONLINE,PAID
69675375,24.6,0.37,ONLINE,PAID
69675405,146.9,2.06,ONLINE,PAID
69675409,35.8,0.54,ONLINE,PAID
69675470,23.8,0.36,ONLINE,PAID
69675561,44,0.66,DEBIT,PAID
69675641,75.6,1.13,ONLINE,PAID
69675712,149.9,4.05,ONLINE,PAID
69676017,44.8,0.67,ONLINE,PAID
69676034,54.9,0.82,ONLINE,PAID
69676049,86.8,2.34,ONLINE,PAID
69676099,56.8,0.85,ONLINE,PAID
69676119,48.8,0.63,ONLINE,PAID
69676164,69.7,1.05,ONLINE,PAID
69676205,65.7,1.77,ONLINE,PAID
69676206,26.4,0.4,ONLINE,PAID
69676266,40.8,0.53,ONLINE,PAID
69676323,117.9,1.65,ONLINE,PAID
69676398,61.8,0.93,ONLINE,PAID
69676444,62.8,0.94,ONLINE,PAID
69676484,141.8,2.13,ONLINE,PAID
69676763,30.8,0.46,ONLINE,PAID
69676795,54.3,0.81,ONLINE,PAID
69676821,131.7,3.56,ONLINE,PAID
69676822,62.8,1.7,ONLINE,PAID
69676823,79.9,2.16,ONLINE,PAID
69677046,111.7,3.02,ONLINE,PAID
69677047,16.9,0.25,ONLINE,PAID
69677201,35.3,0.53,DEBIT,PAID
69677286,16.9,0.25,ONLINE,PAID
69677287,131.5,3.55,ONLINE,PAID
69677361,89.3,2.41,ONLINE,PAID
69677427,127.5,3.44,ONLINE,PAID
69677556,218.4,5.9,ONLINE,PAID
69677593,53.7,0.81,ONLINE,PAID
69677791,84.3,2.28,ONLINE,PAID
69678057,56.8,1.53,ONLINE,PAID
69678076,117.7,3.18,ONLINE,PAID
69678144,65.8,0.99,ONLINE,PAID
69678145,58.8,1.59,ONLINE,PAID
69678227,49.9,1.35,ONLINE,PAID
69678349,76.8,2.07,ONLINE,PAID
69678398,49.8,0.75,ONLINE,PAID
69678458,25.9,0.39,ONLINE,PAID
69678537,232.85,6.29,ONLINE,PAID
69678540,93.2,1.21,ONLINE,PAID
69678543,68.8,0,ONLINE,PAID
69678616,84.5,1.27,ONLINE,PAID
69678652,57.9,0,ONLINE,PAID
69678667,44.6,0.67,ONLINE,PAID
69678694,25.9,0.39,ONLINE,PAID
69678918,56.9,0.85,ONLINE,PAID
69679066,105.8,2.86,ONLINE,PAID
69679201,35,0.53,ONLINE,PAID
69679214,37.3,0.52,ONLINE,PAID
69679278,63.8,1.72,ONLINE,PAID
69679427,85.4,2.31,ONLINE,PAID
69679462,29.8,0.39,ONLINE,PAID
69679594,93.4,1.21,ONLINE,PAID
69679595,10,0,VOUCHER,PAID
69679884,45.8,0.6,ONLINE,PAID
69679972,83.6,5.85,ONLINE,PAID
69679995,23.9,0.36,ONLINE,PAID
69680023,123.7,3.34,ONLINE,PAID
69680297,26.9,0.4,ONLINE,PAID
69680406,110.1,1.54,ONLINE,PAID
69680525,16.95,0.25,ONLINE,PAID
69680578,46.9,0.7,ONLINE,PAID
69680748,61.9,0,ONLINE,PAID
69680749,34.5,0.52,ONLINE,PAID
69680954,113.65,3.07,ONLINE,PAID
69680962,139.8,2.8,STORE_DIRECT_PAYMENT,PAID
69681168,173.3,4.68,ONLINE,PAID
69681345,47.3,0.71,ONLINE,PAID
69681360,46.2,0.65,ONLINE,PAID
69681435,73.7,1.99,ONLINE,PAID
69681437,61.8,1.67,ONLINE,PAID
69681616,43.8,0.66,ONLINE,PAID
69681688,54.8,0.82,ONLINE,PAID
69681689,35.8,0.54,ONLINE,PAID
69681708,64.8,0.97,ONLINE,PAID
69681731,20.9,0.31,ONLINE,PAID
69681773,34.8,0.52,ONLINE,PAID
69681824,29.8,0.45,ONLINE,PAID
69681908,29.52,0.44,ONLINE,PAID
69681980,54.6,0.76,ONLINE,PAID
69681990,67.8,1.83,ONLINE,PAID
69682163,33.21,0.5,ONLINE,PAID
69682275,96.3,2.6,ONLINE,PAID
69682348,38.9,0.58,ONLINE,PAID
69682585,26.4,0.4,ONLINE,PAID
69682767,53.2,0.8,ONLINE,PAID
69682857,37.9,0.57,ONLINE,PAID
69682859,76.85,2.07,ONLINE,PAID
69682926,25.8,0.39,ONLINE,PAID
69683146,107.4,1.61,ONLINE,PAID
69683260,45.8,0.69,ONLINE,PAID
69683262,115,1.61,ONLINE,PAID
69683265,160.6,4.34,ONLINE,PAID
69683328,42.4,0.64,ONLINE,PAID
69683331,29.52,0.44,ONLINE,PAID
69683400,65.7,0.99,ONLINE,PAID
69683430,120.2,3.25,ONLINE,PAID
69683461,193.6,2.9,ONLINE,PAID
