payment_order_id,payment_amount,payment_fee,payment_method,payment_status
68405119,118.44,0,VOUCHER,PAID
68405123,206.95,5.59,ONLINE,PAID
68405206,58.8,1.59,ONLINE,PAID
68405465,45.8,0.92,ONLINE,PAID
68406064,106.8,2.88,ONLINE,PAID
68408108,57.8,1.56,ONLINE,PAID
68408109,26.9,0.4,ONLINE,PAID
68409030,115.5,3.12,ONLINE,PAID
68410055,199.3,5.38,ONLINE,PAID
68412121,95.3,2.57,ONLINE,PAID
68412122,148.7,4.01,ONLINE,PAID
68412123,170.2,4.6,ONLINE,PAID
68412131,19.9,0.3,ONLINE,PAID
68412134,25.9,0.52,ONLINE,PAID
68412148,175.2,4.73,ONLINE,PAID
68412322,31.4,0.63,ONLINE,PAID
68412444,25.9,0.52,ONLINE,PAID
68412721,46.79,0.7,ONLINE,PAID
68413340,29,0.58,ONLINE,PAID
68414018,46.8,0.7,ONLINE,PAID
68414309,41.9,0.63,ONLINE,PAID
68414512,28,0.56,ONLINE,PAID
68414563,32.4,0.65,ONLINE,PAID
68414907,72.9,1.09,ONLINE,PAID
68415103,31,0.62,ONLINE,PAID
68415140,75.9,2.05,ONLINE,PAID
68415344,47.8,0.96,ONLINE,PAID
68415457,217.4,5.87,ONLINE,PAID
68415474,78.9,1.18,ONLINE,PAID
68415543,99.25,2.68,ONLINE,PAID
68415947,85.6,1.28,ONLINE,PAID
68416059,112.2,3.03,ONLINE,PAID
68416226,10,0,VOUCHER,PAID
68416227,33.39,0.5,ONLINE,PAID
68416230,202.4,5.46,ONLINE,PAID
68416339,167.2,4.51,ONLINE,PAID
68416397,24.9,0.37,ONLINE,PAID
68416643,128.9,3.48,ONLINE,PAID
68417189,168.7,4.55,ONLINE,PAID
68417307,127.05,3.43,ONLINE,PAID
68417497,81.8,2.21,ONLINE,PAID
68417544,47.8,0.72,ONLINE,PAID
68417646,62.7,0.94,ONLINE,PAID
68417778,5,0,VOUCHER,PAID
68417783,246.5,6.66,ONLINE,PAID
68417787,61.8,1.24,ONLINE,PAID
68417799,13.9,0.21,ONLINE,PAID
68418089,35.8,0.54,ONLINE,PAID
68418092,20.9,0.42,ONLINE,PAID
68418430,104.25,2.81,ONLINE,PAID
68418711,51.7,0.78,ONLINE,PAID
68419091,24.8,0.37,ONLINE,PAID
68419094,155.3,4.19,ONLINE,PAID
68419140,141.6,3.82,ONLINE,PAID
68419146,180.8,4.88,ONLINE,PAID
68419302,22.9,0.34,ONLINE,PAID
68419305,119.25,3.22,ONLINE,PAID
68419373,58.8,1.59,ONLINE,PAID
68419684,93.7,2.53,ONLINE,PAID
68419797,85,1.28,ONLINE,PAID
68419848,77.3,2.09,ONLINE,PAID
68420053,45.7,0.69,ONLINE,PAID
68420308,49.9,1.35,ONLINE,PAID
68420589,137.8,3.72,ONLINE,PAID
68420592,196.5,5.31,ONLINE,PAID
68420776,86.3,2.33,ONLINE,PAID
68420869,281.9,7.61,ONLINE,PAID
68421071,57,1.14,ONLINE,PAID
68421547,54.9,0.82,DEBIT,PAID
68421551,172.6,4.66,ONLINE,PAID
68421917,161.7,4.37,ONLINE,PAID
68421987,30.8,0.46,ONLINE,PAID
68422045,192.5,5.2,ONLINE,PAID
68422076,64.7,1.75,ONLINE,PAID
68422092,55.9,1.12,ONLINE,PAID
68422281,340.9,5.11,ONLINE,PAID
68422614,161.5,4.36,ONLINE,PAID
68422671,147.3,3.98,ONLINE,PAID
68422740,101.4,2.74,ONLINE,PAID
68423110,155.3,4.19,ONLINE,PAID
68423162,113.5,3.06,ONLINE,PAID
68423436,161.9,4.37,ONLINE,PAID
68423588,73.7,1.99,ONLINE,PAID
68423643,155.7,4.2,ONLINE,PAID
68423762,122.8,3.32,ONLINE,PAID
68423847,171.8,4.64,ONLINE,PAID
68424216,24.8,0.37,ONLINE,PAID
68424238,17.9,0.27,ONLINE,PAID
68424433,56.8,1.53,ONLINE,PAID
68424547,17.9,0.27,ONLINE,PAID
68424656,115.09,1.73,ONLINE,PAID
68424659,136.75,3.69,ONLINE,PAID
68424660,106.15,2.87,ONLINE,PAID
68424858,99.3,2.68,ONLINE,PAID
68425021,86.8,2.34,ONLINE,PAID
68425058,128.2,3.46,ONLINE,PAID
68425821,71.7,1.43,ONLINE,PAID
68426187,52.9,1.06,ONLINE,PAID
68426262,5,0,VOUCHER,PAID
68426299,57.7,1.56,ONLINE,PAID
68426376,62.7,0.94,ONLINE,PAID
68426421,11.9,0.18,ONLINE,PAID
68426427,104.7,2.83,ONLINE,PAID
68426471,155.3,4.19,ONLINE,PAID
68426619,49.9,1.35,ONLINE,PAID
68426696,101.2,2.73,ONLINE,PAID
68426996,91.3,2.47,ONLINE,PAID
68427057,117.7,3.18,ONLINE,PAID
68427326,35.8,0.54,ONLINE,PAID
68427588,187.9,5.07,ONLINE,PAID
68427630,10,0,VOUCHER,PAID
68427637,82.25,2.22,ONLINE,PAID
68427952,31.8,0.48,ONLINE,PAID
68427968,148.39,2.23,ONLINE,PAID
68428396,24.9,0.5,ONLINE,PAID
68428457,45.7,0.69,ONLINE,PAID
68428503,90.72,1.36,ONLINE,PAID
68428566,81.6,2.2,ONLINE,PAID
68428840,132.7,3.58,ONLINE,PAID
68429064,98.6,2.66,ONLINE,PAID
68429127,159.7,4.31,ONLINE,PAID
68429213,45.9,0.92,ONLINE,PAID
68429311,74.3,2.01,ONLINE,PAID
68429364,108.6,2.93,ONLINE,PAID
68429379,151.8,4.1,ONLINE,PAID
68429530,161.7,4.37,ONLINE,PAID
68429550,107.2,2.89,ONLINE,PAID
68429631,68.4,1.85,ONLINE,PAID
68429881,51.8,1.04,ONLINE,PAID
68430182,86.8,2.34,ONLINE,PAID
68430224,49.9,1.35,ONLINE,PAID
68430280,77.9,1.17,ONLINE,PAID
68430392,196.8,5.31,ONLINE,PAID
68430452,107.4,1.61,ONLINE,PAID
68430487,95.4,2.58,ONLINE,PAID
68430526,25.9,0.39,ONLINE,PAID
68430527,68.7,1.37,ONLINE,PAID
68430552,56.3,1.13,ONLINE,PAID
68430788,67.8,1.02,ONLINE,PAID
68431089,86.8,2.34,ONLINE,PAID
68431111,19.8,0.3,ONLINE,PAID
68431113,156.8,4.23,ONLINE,PAID
68431370,203.35,5.49,ONLINE,PAID
68431651,39.8,0.6,ONLINE,PAID
68431672,67.8,1.83,ONLINE,PAID
68431673,112.5,3.04,ONLINE,PAID
68432080,143.3,3.87,ONLINE,PAID
68432084,66.9,1,ONLINE,PAID
68432184,681.6,18.4,ONLINE,PAID
68432271,144.25,3.89,ONLINE,PAID
68432272,53.9,1.08,ONLINE,PAID
68432345,67.9,1.83,ONLINE,PAID
68432349,31.4,0.63,ONLINE,PAID
68432360,132.3,3.57,ONLINE,PAID
68432363,99.8,1.5,ONLINE,PAID
68432364,86.8,2.34,ONLINE,PAID
68432367,167.2,4.51,ONLINE,PAID
68432421,99.25,2.68,ONLINE,PAID
68432455,88.8,1.33,DEBIT,PAID
68432456,62.7,0.94,ONLINE,PAID
68432509,119.25,3.22,ONLINE,PAID
68432554,56.7,0.85,ONLINE,PAID
68432718,253.2,6.84,ONLINE,PAID
68432823,162.4,4.38,ONLINE,PAID
68432907,68.4,1.85,ONLINE,PAID
68433064,86.8,2.34,ONLINE,PAID
68433305,54,0.81,ONLINE,PAID
68433359,27.8,0.42,ONLINE,PAID
68433418,166.7,4.5,ONLINE,PAID
68433613,362,9.77,ONLINE,PAID
68434112,117.7,3.18,ONLINE,PAID
68434118,189.2,5.11,ONLINE,PAID
68434121,163.5,4.41,ONLINE,PAID
68434135,131.6,3.55,ONLINE,PAID
68434341,130.2,3.52,ONLINE,PAID
68434362,86.8,2.34,ONLINE,PAID
68434442,145.2,3.92,ONLINE,PAID
68434497,91.7,1.83,ONLINE,PAID
68434509,129.6,3.5,ONLINE,PAID
68434849,26.9,0.4,ONLINE,PAID
68434852,154.15,2.93,CREDIT,PAID
68434998,125.65,3.39,ONLINE,PAID
68435114,103.7,2.8,ONLINE,PAID
68435117,111.7,3.02,ONLINE,PAID
68435186,136.2,3.68,ONLINE,PAID
68435227,71.8,1.08,DEBIT,PAID
68435251,36.4,0.98,ONLINE,PAID
68435318,66.4,1.79,ONLINE,PAID
68435369,91.8,2.48,ONLINE,PAID
68435423,181.2,4.89,ONLINE,PAID
68435581,56.9,1.14,ONLINE,PAID
68435678,152.3,4.11,ONLINE,PAID
68435750,54.8,0.82,ONLINE,PAID
68436230,211.2,5.7,ONLINE,PAID
68436272,50.8,0.76,ONLINE,PAID
68436387,48.8,0.73,ONLINE,PAID
68436424,174.8,4.72,ONLINE,PAID
68436527,93,1.86,ONLINE,PAID
68436531,21.9,0.33,ONLINE,PAID
68436552,36.9,0.55,DEBIT,PAID
68436652,105.7,2.85,ONLINE,PAID
68436696,217.7,5.88,ONLINE,PAID
68436739,112.15,3.03,ONLINE,PAID
68436740,34.9,0.52,ONLINE,PAID
68436742,65.6,0.98,ONLINE,PAID
68436885,137.95,3.72,ONLINE,PAID
68437205,91.8,2.48,ONLINE,PAID
68437283,140.3,3.79,ONLINE,PAID
68437365,17.9,0.27,ONLINE,PAID
68437407,21.9,0.33,ONLINE,PAID
68437423,39,0.59,ONLINE,PAID
68437451,186.6,2.8,ONLINE,PAID
68437453,122.3,3.3,ONLINE,PAID
68437454,159.4,4.3,ONLINE,PAID
68437524,170.6,4.61,ONLINE,PAID
68437660,71.3,1.93,ONLINE,PAID
68437768,12,0,VOUCHER,PAID
68437859,189,5.1,ONLINE,PAID
68437922,86.8,2.34,ONLINE,PAID
68437931,33.8,0.51,ONLINE,PAID
68437987,38,1.03,ONLINE,PAID
68438068,67.4,1.35,ONLINE,PAID
68438108,97.8,1.47,ONLINE,PAID
68438109,188.3,5.08,ONLINE,PAID
68438198,179.4,4.84,ONLINE,PAID
68438409,24.9,0.5,ONLINE,PAID
68438460,74.3,2.01,ONLINE,PAID
68438540,117.7,3.18,ONLINE,PAID
68438647,141.3,3.82,ONLINE,PAID
68438654,77.35,0,MEAL_BENEFIT,PAID
68438889,50.8,1.02,ONLINE,PAID
68439120,67.9,1.02,ONLINE,PAID
68439210,87.9,2.37,ONLINE,PAID
68439472,35.8,0.54,ONLINE,PAID
68439642,105.9,2.86,ONLINE,PAID
68439699,62.7,0.94,ONLINE,PAID
68440068,68.9,1.86,ONLINE,PAID
68440275,25.9,0.52,ONLINE,PAID
68440320,132.8,3.59,ONLINE,PAID
68440439,26.9,0.4,ONLINE,PAID
68440517,151.8,4.1,ONLINE,PAID
68440577,69.8,1.88,ONLINE,PAID
68440579,68.7,1.03,ONLINE,PAID
68440673,49.4,1.33,ONLINE,PAID
68440697,28.9,0.43,ONLINE,PAID
68440751,160.1,4.32,ONLINE,PAID
68441035,45.8,0.69,ONLINE,PAID
68441076,159.9,0,MEAL_BENEFIT,PAID
68441081,45.19,0.68,ONLINE,PAID
68441235,73.9,2,ONLINE,PAID
68441428,170.7,4.61,ONLINE,PAID
68441526,48.8,0.98,ONLINE,PAID
68441587,151.3,4.09,ONLINE,PAID
68441630,129.3,3.49,ONLINE,PAID
68441631,74.79,1.12,DEBIT,PAID
68441676,228.3,6.16,ONLINE,PAID
68441731,93.25,2.52,ONLINE,PAID
68441760,86.8,1.3,ONLINE,PAID
68441781,70.4,1.9,ONLINE,PAID
68441807,175.4,4.74,ONLINE,PAID
68441810,210.7,5.69,ONLINE,PAID
68441870,184.2,4.97,ONLINE,PAID
68441965,105.7,2.85,ONLINE,PAID
68442124,271.7,7.34,ONLINE,PAID
68442190,155.3,4.19,ONLINE,PAID
68442202,69.4,1.87,ONLINE,PAID
68442223,99.25,2.68,ONLINE,PAID
68442501,78.65,2.12,ONLINE,PAID
68442828,171.9,4.64,ONLINE,PAID
68442941,91.2,2.46,ONLINE,PAID
68442954,86.8,2.34,ONLINE,PAID
68442959,32.89,0.49,ONLINE,PAID
68443456,91.3,2.47,ONLINE,PAID
68443463,45.7,0.69,ONLINE,PAID
68443528,59,1.18,ONLINE,PAID
68444027,268.7,7.25,ONLINE,PAID
68444038,137.7,2.07,ONLINE,PAID
68444111,25.9,0.39,ONLINE,PAID
68444148,196.2,5.3,ONLINE,PAID
68444436,129.15,3.49,ONLINE,PAID
68444591,112.7,3.04,ONLINE,PAID
68444599,110.6,2.99,ONLINE,PAID
68444687,58,1.16,ONLINE,PAID
68444850,61.79,0.93,ONLINE,PAID
68444862,48.9,0.73,ONLINE,PAID
68445065,29,0.58,ONLINE,PAID
68445199,54.9,0.82,ONLINE,PAID
68445497,151.7,4.1,ONLINE,PAID
68445702,116.7,3.15,ONLINE,PAID
68445800,166.65,4.5,ONLINE,PAID
68445893,49.4,1.33,ONLINE,PAID
68446071,45.9,0.92,ONLINE,PAID
68446266,75.8,1.14,CREDIT,PAID
68446350,111.3,3.01,ONLINE,PAID
68446409,200.5,5.41,ONLINE,PAID
68446638,35.8,0.54,ONLINE,PAID
68446946,29.9,0.45,CREDIT,PAID
68447028,69.7,1.05,ONLINE,PAID
68447320,35.8,0.54,ONLINE,PAID
68447423,78.65,2.12,ONLINE,PAID
68447692,183.5,4.95,ONLINE,PAID
68447904,121.4,3.28,ONLINE,PAID
68447989,117.7,3.18,ONLINE,PAID
68448064,114.6,3.09,ONLINE,PAID
68448156,67.5,1.01,ONLINE,PAID
68448347,179.05,4.83,ONLINE,PAID
68448397,176.2,4.76,ONLINE,PAID
68448483,98.2,2.65,ONLINE,PAID
68448484,49.8,1,ONLINE,PAID
68448661,82.6,1.24,ONLINE,PAID
68448693,16.9,0.25,ONLINE,PAID
68448694,188.1,5.08,ONLINE,PAID
68448704,141.1,3.81,ONLINE,PAID
68449067,44.8,0.67,DEBIT,PAID
68449158,61.8,1.67,ONLINE,PAID
68449164,198.3,5.35,ONLINE,PAID
68449165,106.7,2.88,ONLINE,PAID
68449192,94.22,1.41,STORE_DIRECT_PAYMENT,PAID
68449298,224.2,6.05,ONLINE,PAID
68449304,44.4,0.67,DEBIT,PAID
68449372,29.9,0.45,ONLINE,PAID
68449555,407,10.99,ONLINE,PAID
68449782,111.7,3.02,ONLINE,PAID
68450493,151.3,4.09,ONLINE,PAID
68450634,35.8,0.54,DEBIT,PAID
68450871,154.05,4.16,ONLINE,PAID
68451036,71.6,1.07,DEBIT,PAID
68451076,31.4,0.63,ONLINE,PAID
68451149,55.8,0.84,ONLINE,PAID
68451258,20,0.26,VOUCHER_STORE,PAID
68451358,86.8,2.34,ONLINE,PAID
68451505,112.9,3.05,ONLINE,PAID
68451584,48.8,0.73,ONLINE,PAID
68451632,106.8,2.88,ONLINE,PAID
68451743,71.6,1.93,ONLINE,PAID
68451777,64.57,0.97,STORE_DIRECT_PAYMENT,PAID
68451887,196.8,5.31,ONLINE,PAID
68451894,31.99,0.48,ONLINE,PAID
68451967,71.6,1.07,ONLINE,PAID
68452050,275,7.43,ONLINE,PAID
68452051,116.7,3.15,ONLINE,PAID
68452052,68.7,0.93,DEBIT,PAID
68452054,28,0.56,ONLINE,PAID
68452175,29.9,0.45,DEBIT,PAID
68452246,118.6,3.2,ONLINE,PAID
68452247,60.59,0.91,ONLINE,PAID
68452287,78.9,1.18,ONLINE,PAID
68452361,63.89,0.96,ONLINE,PAID
68452362,107.8,1.62,ONLINE,PAID
68452425,141.5,3.82,ONLINE,PAID
68452447,26.9,0.4,DEBIT,PAID
68452451,57.8,1.56,ONLINE,PAID
68452452,186.2,5.03,ONLINE,PAID
68452454,61.4,1.66,ONLINE,PAID
68452479,76.3,2.06,ONLINE,PAID
68452508,126.4,3.41,ONLINE,PAID
68453108,119.6,1.79,ONLINE,PAID
68453149,196.8,5.31,ONLINE,PAID
68453186,67.8,1.02,ONLINE,PAID
68453262,44.7,0.67,ONLINE,PAID
68453305,197.95,5.34,ONLINE,PAID
68453598,66.8,1,ONLINE,PAID
68453600,21.9,0.33,ONLINE,PAID
68453961,248.4,6.71,ONLINE,PAID
68453999,99.25,2.68,ONLINE,PAID
68454205,87.25,2.36,ONLINE,PAID
68454307,29.9,0.6,ONLINE,PAID
68454369,18.8,0.38,ONLINE,PAID
68454481,67.8,1.83,ONLINE,PAID
68454488,13.9,0.21,ONLINE,PAID
68454515,58,1.16,ONLINE,PAID
68454552,191.6,5.17,ONLINE,PAID
68454767,61.8,1.67,ONLINE,PAID
68454768,49.9,1,ONLINE,PAID
68455169,32.4,0.65,ONLINE,PAID
68455270,53.8,0.81,ONLINE,PAID
68455272,125.4,1.69,DEBIT,PAID
68455353,45.9,0.92,ONLINE,PAID
68455763,76.7,1.15,ONLINE,PAID
68456004,111.8,3.02,ONLINE,PAID
68456156,121.8,1.83,DEBIT,PAID
68456270,116.4,1.75,ONLINE,PAID
68456331,33.8,0.51,ONLINE,PAID
68456344,94.7,1.42,ONLINE,PAID
68456347,197.3,5.33,ONLINE,PAID
68456909,117.6,3.18,ONLINE,PAID
68456996,11.9,0.18,ONLINE,PAID
68457071,208.3,5.62,ONLINE,PAID
68457114,66.4,1.79,ONLINE,PAID
68457154,86.35,2.33,ONLINE,PAID
68457214,86.7,2.34,ONLINE,PAID
68457267,99.3,2.68,ONLINE,PAID
68457393,145.3,3.92,ONLINE,PAID
68457422,120.25,3.25,ONLINE,PAID
68457470,49.9,1.35,ONLINE,PAID
68457717,69.39,1.04,ONLINE,PAID
68457718,138.3,3.73,ONLINE,PAID
68457722,118.3,3.19,ONLINE,PAID
68457787,192.1,5.19,ONLINE,PAID
68458232,35.8,0.54,ONLINE,PAID
68458284,89.8,2.42,ONLINE,PAID
68458664,35.8,0.54,ONLINE,PAID
68458710,125.9,3.4,ONLINE,PAID
68458833,29.9,0.45,DEBIT,PAID
68458971,116.8,3.15,ONLINE,PAID
68459049,137.35,3.71,ONLINE,PAID
68459178,30.9,0.46,ONLINE,PAID
68459220,42.8,0.64,DEBIT,PAID
68459306,101.8,2.75,ONLINE,PAID
68459647,110.2,2.98,ONLINE,PAID
68459661,133.3,3.6,ONLINE,PAID
68459982,58.8,1.59,ONLINE,PAID
68460164,70.4,1.9,ONLINE,PAID
68460223,44.7,0.67,ONLINE,PAID
68460278,128.3,3.46,ONLINE,PAID
68460376,91.8,2.48,ONLINE,PAID
68460384,74.9,1.12,ONLINE,PAID
68460440,117.7,3.18,ONLINE,PAID
68460539,74.49,1.12,ONLINE,PAID
68460544,74.8,2.02,ONLINE,PAID
68461004,56.8,1.53,ONLINE,PAID
68461058,103.7,2.8,ONLINE,PAID
68461139,103.9,2.81,ONLINE,PAID
68461215,119.25,3.22,ONLINE,PAID
68461493,58.59,0.88,ONLINE,PAID
68461568,134.65,3.64,ONLINE,PAID
68461581,46.8,1.26,ONLINE,PAID
68461612,78.65,2.12,ONLINE,PAID
68461637,135.7,2.04,ONLINE,PAID
68461688,55.8,0.84,ONLINE,PAID
68461936,156.8,4.23,ONLINE,PAID
68462093,10,0,VOUCHER,PAID
68462099,113.6,1.7,ONLINE,PAID
68462102,33.9,0.51,DEBIT,PAID
68462133,74.8,2.02,ONLINE,PAID
68462267,91.6,2.47,ONLINE,PAID
68462314,149.05,4.02,ONLINE,PAID
68462324,64.79,0.97,ONLINE,PAID
68462325,36.4,0.98,ONLINE,PAID
68462758,167.75,4.53,ONLINE,PAID
68462845,83.8,2.26,ONLINE,PAID
68462846,56.8,1.53,ONLINE,PAID
68462949,64.4,1.74,ONLINE,PAID
68462957,20,0,VOUCHER,PAID
68463065,171.6,4.63,ONLINE,PAID
68463108,98.5,1.48,ONLINE,PAID
68463109,86.9,2.35,ONLINE,PAID
68463202,70.4,1.9,ONLINE,PAID
68463387,185.2,5,ONLINE,PAID
68463388,18.7,0.28,ONLINE,PAID
68463612,74.6,1.12,ONLINE,PAID
68463631,88.7,2.39,ONLINE,PAID
68463752,57.8,1.56,ONLINE,PAID
68463805,51.69,0.78,DEBIT_STORE,PAID
68463903,172.8,4.67,ONLINE,PAID
68463984,68.69,1.03,ONLINE,PAID
68463992,265,7.16,ONLINE,PAID
68464135,87.9,2.37,ONLINE,PAID
68464291,87.25,2.36,ONLINE,PAID
68464303,29.9,0.45,DEBIT,PAID
68464304,46.79,0.7,ONLINE,PAID
68464416,241.7,6.53,ONLINE,PAID
68464417,128.9,3.48,ONLINE,PAID
68464418,99.4,2.68,ONLINE,PAID
68464454,61.8,1.67,ONLINE,PAID
68464492,233.9,6.32,ONLINE,PAID
68464554,29.9,0.45,ONLINE,PAID
68464570,101.7,1.53,ONLINE,PAID
68464650,152.15,4.11,ONLINE,PAID
68464727,27.9,0.42,ONLINE,PAID
68464806,103.6,2.8,ONLINE,PAID
68464953,50.8,0.76,ONLINE,PAID
68464981,307.6,8.31,ONLINE,PAID
68464984,103.7,2.8,ONLINE,PAID
68465031,145.3,3.92,ONLINE,PAID
68465084,60.8,0.91,DEBIT,PAID
68465137,158.1,2.13,DEBIT,PAID
68465139,369.6,9.98,ONLINE,PAID
68465368,67.4,1.82,ONLINE,PAID
68465593,120.7,3.26,ONLINE,PAID
68465604,72.7,1.09,ONLINE,PAID
68465626,161.8,4.37,ONLINE,PAID
68465683,119.1,3.22,ONLINE,PAID
68465692,107.2,2.89,ONLINE,PAID
68465722,127.5,1.91,ONLINE,PAID
68465795,173.4,2.6,ONLINE,PAID
68465908,70.4,1.9,ONLINE,PAID
68465968,62.8,1.7,ONLINE,PAID
68466108,60.4,0.82,DEBIT,PAID
68466202,134.95,3.64,ONLINE,PAID
68466335,89.32,1.34,STORE_DIRECT_PAYMENT,PAID
68466707,156.7,4.23,ONLINE,PAID
68466754,42.7,0.64,ONLINE,PAID
68466804,155.3,4.19,ONLINE,PAID
68466880,88.8,1.33,DEBIT,PAID
68466984,67.7,1.02,ONLINE,PAID
68467005,117.7,3.18,ONLINE,PAID
68467008,141.6,2.12,ONLINE,PAID
68467361,53.6,0.8,ONLINE,PAID
68467594,127.8,3.45,ONLINE,PAID
68467597,109.4,2.95,ONLINE,PAID
68467601,15,0,VOUCHER,PAID
68467605,111.7,3.02,ONLINE,PAID
68467656,36.8,0.55,ONLINE,PAID
68467873,109.3,1.64,DEBIT_STORE,PAID
68468306,215.05,5.81,ONLINE,PAID
68468523,71.6,1.07,DEBIT,PAID
68468560,169.1,4.57,ONLINE,PAID
68468914,25,0,VOUCHER,PAID
68468998,27.64,0.41,ONLINE,PAID
68469266,99.25,2.68,ONLINE,PAID
68469494,216.65,5.85,ONLINE,PAID
68469540,122.4,3.3,ONLINE,PAID
68469541,180.3,4.87,ONLINE,PAID
68469643,54.9,0.82,ONLINE,PAID
68469930,200.9,5.42,ONLINE,PAID
68469938,99.25,2.68,ONLINE,PAID
68470373,121.9,3.29,ONLINE,PAID
68470384,83.9,1.26,ONLINE,PAID
68470436,77.6,1.16,ONLINE,PAID
68470448,112.3,3.03,ONLINE,PAID
68470461,57.8,1.56,ONLINE,PAID
68470483,107.8,1.62,ONLINE,PAID
68470822,150.7,4.07,ONLINE,PAID
68470961,10,0,VOUCHER,PAID
68471180,168.45,2.53,ONLINE,PAID
68471231,99.8,0,ONLINE,PAID
68471445,101.8,2.75,ONLINE,PAID
68471498,77.3,2.09,ONLINE,PAID
68471499,46.8,0.7,DEBIT,PAID
68471507,70.8,1.91,ONLINE,PAID
68471508,49.9,1.35,ONLINE,PAID
68471643,73.8,1.11,ONLINE,PAID
68471753,208.1,5.62,ONLINE,PAID
68471785,35.9,0.54,DEBIT,PAID
68472317,265.6,7.17,ONLINE,PAID
68472585,103.7,2.8,ONLINE,PAID
68472836,65.9,1.78,ONLINE,PAID
68472872,41.82,0.63,ONLINE,PAID
68473169,71.6,1.07,ONLINE,PAID
68473268,40.7,0.61,DEBIT,PAID
68473404,121.3,3.28,ONLINE,PAID
68473759,93.7,2.53,ONLINE,PAID
68473855,33.9,0.51,ONLINE,PAID
68474116,33.9,0.51,DEBIT,PAID
68474212,58.9,1.59,ONLINE,PAID
68474446,133.9,3.62,ONLINE,PAID
68474611,80.8,2.18,ONLINE,PAID
68474719,136.2,3.68,ONLINE,PAID
68474758,30.79,0.46,ONLINE,PAID
68474769,64.79,0,MEAL_BENEFIT,PAID
68474853,101.7,1.53,ONLINE,PAID
68475082,66.7,1,DEBIT,PAID
68475170,273.85,7.39,ONLINE,PAID
68475205,39.59,0.59,ONLINE,PAID
68475271,86.8,2.34,ONLINE,PAID
68475405,251.2,3.39,DEBIT,PAID
68475584,86.8,2.34,ONLINE,PAID
68475643,69.9,1.05,ONLINE,PAID
68475728,69.8,1.05,DEBIT,PAID
68475736,86.8,2.34,ONLINE,PAID
68475894,38.79,0,MEAL_BENEFIT,PAID
68475901,35.7,0.54,DEBIT,PAID
68475990,175.2,4.73,ONLINE,PAID
68475996,207.6,5.61,ONLINE,PAID
68475999,29.8,0.45,ONLINE,PAID
68476080,60.9,0,ONLINE,PAID
68476139,16.9,0.25,ONLINE,PAID
68476173,187.4,2.81,ONLINE,PAID
68476278,70.4,1.9,ONLINE,PAID
68476438,86.8,2.34,ONLINE,PAID
68476555,218.4,5.9,ONLINE,PAID
68476859,29,0.44,ONLINE,PAID
68477257,10,0,VOUCHER,PAID
68477258,165.7,4.47,ONLINE,PAID
68477372,161.7,4.37,ONLINE,PAID
68477577,56.9,1.54,ONLINE,PAID
68477593,35.8,0.54,ONLINE,PAID
68477798,175.3,4.73,ONLINE,PAID
68478064,29.8,0.45,ONLINE,PAID
68478454,211.2,2.85,DEBIT,PAID
68478614,26.9,0.4,DEBIT,PAID
68479033,39.6,0.59,ONLINE,PAID
68479078,25.8,0.39,ONLINE,PAID
68479233,33.9,0.51,ONLINE,PAID
68479271,46.5,0.7,ONLINE,PAID
68479324,139.4,2.09,ONLINE,PAID
68479348,45.9,1.24,ONLINE,PAID
68479509,61.8,1.67,ONLINE,PAID
68479590,155.2,4.19,ONLINE,PAID
68479592,101.7,2.75,ONLINE,PAID
68479631,15,0,VOUCHER,CHARGEBACK
68479787,77,1.16,ONLINE,PAID
68479925,26.9,0.4,ONLINE,PAID
68480121,85.4,2.31,ONLINE,PAID
68480124,81.48,1.22,ONLINE,PAID
68480496,92.3,2.49,ONLINE,PAID
68480601,64.7,1.75,ONLINE,PAID
68481257,124.75,3.37,ONLINE,PAID
68481478,105.6,2.85,ONLINE,PAID
68481970,203.7,5.5,ONLINE,PAID
68482005,109.2,1.64,ONLINE,PAID
68482035,28,0.42,ONLINE,PAID
68482136,69.7,1.05,ONLINE,PAID
68482225,108.4,2.93,ONLINE,PAID
68482242,97.7,2.64,ONLINE,PAID
68482277,121.1,3.27,ONLINE,PAID
68482359,155.6,4.2,ONLINE,PAID
68482388,71.4,0,ONLINE,PAID
68482470,18.09,0.27,ONLINE,PAID
68482706,70.72,1.06,ONLINE,PAID
68482866,24.9,0.5,ONLINE,PAID
68482996,89,1.34,ONLINE,PAID
68483068,35.8,0.54,ONLINE,PAID
68483086,21.9,0,MEAL_BENEFIT,PAID
68483169,153.75,4.15,ONLINE,PAID
68483713,202.8,5.48,ONLINE,PAID
68483781,187.4,2.81,ONLINE,PAID
68483840,118.3,3.19,ONLINE,PAID
68483843,169.45,4.58,ONLINE,PAID
68483938,248.5,6.71,ONLINE,PAID
68484185,17.9,0.27,ONLINE,PAID
68484186,80.49,0,MEAL_BENEFIT,PAID
68484257,34.7,0.52,ONLINE,PAID
68484269,55.59,0.83,ONLINE,PAID
68484295,242.5,3.27,DEBIT,PAID
68484313,61.6,0.92,ONLINE,PAID
68484314,74.4,2.01,ONLINE,PAID
68484423,57.8,1.56,ONLINE,PAID
68484572,111.7,1.68,ONLINE,PAID
68484573,196.35,2.95,ONLINE,PAID
68484730,78.9,2.13,ONLINE,PAID
68484842,56.8,1.53,ONLINE,PAID
68484921,10,0,VOUCHER,PAID
68485291,183.3,4.95,ONLINE,PAID
68485460,42.6,0.64,ONLINE,PAID
